front_axle_x/B,front_axle_x/C,front_axle_x/D,front_axle_x/E,front_axle_x/S_V,front_axle_x/S_H,front_axle_y/B,front_axle_y/C,front_axle_y/D,front_axle_y/E,front_axle_y/S_V,front_axle_y/S_H,rear_axle_x/B,rear_axle_x/C,rear_axle_x/D,rear_axle_x/E,rear_axle_x/S_V,rear_axle_x/S_H,rear_axle_y/B,rear_axle_y/C,rear_axle_y/D,rear_axle_y/E,rear_axle_y/S_V,rear_axle_y/S_H
14.211272027912566,2.999999347971227,0.7337237595135202,-0.9999993811786392,-35.602535247802734,0.0004176090005785227,10.54472866531331,2.1500149655649503,1.3549181178108731,0.9999916229834586,-39.37717056274414,0.00033481145510450006,15.260488654226432,3.0,0.9134711502530743,0.997885177861924,-121.64037322998047,0.0004851630365010351,18.501671522754563,1.1578131569158079,1.9999973657435979,1.0,-123.7365951538086,0.0004895826568827033
