gen_data/time,gen_data/delta_f_rad,gen_data/omega_wheel_fl_radps,gen_data/omega_wheel_fr_radps,gen_data/omega_wheel_rl_radps,gen_data/omega_wheel_rr_radps,gen_data/gear,cor_data/time,cor_data/vel_cog_x_mps,cor_data/vel_cog_y_mps,imu_data/time,imu_data/acc_cog_x_mps2,imu_data/acc_cog_y_mps2,imu_data/acc_cog_z_mps2,imu_data/yaw_rate_radps
95.0012,-0.00529695,145.7125,145.5775,146.7,146.9675,3.0,1714060000.0,44.625248,0.17973037,1714058500.0,2.7417812,-2.4777465,9.81,-0.04421097
95.0112,-0.005136437,145.8525,145.7075,146.6325,147.09,3.0,1714060300.0,44.68178,0.18438412,1714057700.0,2.9258728,-2.7200882,9.81,-0.050238237
95.0212,-0.004975923,145.97,145.8225,146.685,147.13249,3.0,1714060500.0,44.73365,0.16637826,1714057600.0,3.1130643,-2.9351654,9.81,-0.060454953
95.031204,-0.0048154094,146.11,145.9525,146.7775,147.3275,3.0,1714060300.0,44.79639,0.16924174,1714058000.0,3.295885,-2.7406104,9.81,-0.059205316
95.0412,-0.004654896,146.1825,146.13,146.8925,147.5725,3.0,1714060500.0,44.83004,0.11745184,1714058400.0,3.3291233,-2.6282337,9.81,-0.053115983
95.0512,-0.0043338686,146.345,146.185,146.9525,147.6525,3.0,1714060500.0,44.893364,0.0841773,1714058400.0,3.3111508,-2.6678095,9.81,-0.06369486
95.0612,-0.004093098,146.41,146.2575,146.935,147.55,3.0,1714060400.0,44.92419,0.047376223,1714058400.0,3.2822099,-2.5691876,9.81,-0.06981421
95.071205,-0.0039325845,146.5275,146.3775,147.02,147.5375,3.0,1714061300.0,44.98638,0.0044287676,1714058400.0,3.2331262,-2.2504582,9.81,-0.067099854
95.0812,-0.0037720706,146.6675,146.48,147.1975,147.6125,3.0,1714060400.0,45.04783,-0.0093754865,1714058200.0,3.082667,-2.0599325,9.81,-0.05663384
95.0912,-0.0035313002,146.8225,146.5875,147.3925,147.4875,3.0,1714060900.0,45.084995,-0.009030764,1714058000.0,2.9277492,-2.4019756,9.81,-0.047122058
95.101204,-0.0032905298,146.92,146.62,147.515,147.44,3.0,1714060800.0,45.11939,0.020695908,1714058000.0,2.8224216,-2.8691077,9.81,-0.047963876
95.111206,-0.0031300161,147.1125,146.7475,147.6775,147.4825,3.0,1714060900.0,45.121403,-0.0023635596,1714058000.0,2.7625644,-2.8062027,9.81,-0.0484959
95.1212,-0.0029695025,147.2425,146.8925,147.7625,147.68,3.0,1714060500.0,45.146126,-0.04447191,1714057900.0,2.6837413,-2.3879347,9.81,-0.044721413
95.1312,-0.0028089888,147.365,147.0425,147.755,147.72751,3.0,1714060900.0,45.16155,-0.050094225,1714058000.0,2.4510522,-2.2492898,9.81,-0.039643507
95.141205,-0.0025682184,147.485,147.14,147.83499,147.85,3.0,1714060300.0,45.206837,-0.005682986,1714058100.0,2.2867,-2.359139,9.81,-0.038332004
95.1512,-0.0024879614,147.5925,147.2675,147.9875,147.8175,3.0,1714061300.0,45.242607,-0.024400624,1714058400.0,2.3923697,-2.343735,9.81,-0.042790886
95.1612,-0.0024077047,147.72751,147.39,148.14,148.275,3.0,1714060900.0,45.287373,-0.022090575,1714058100.0,2.5448568,-2.060364,9.81,-0.03884292
95.1712,-0.002247191,147.7975,147.5225,148.215,148.33,3.0,1714060800.0,45.33541,-0.015554446,1714058200.0,2.710238,-1.926251,9.81,-0.027078876
95.181206,-0.0020064206,147.94,147.6825,148.3375,148.465,3.0,1714060800.0,45.414375,-0.013813094,1714057700.0,2.834683,-1.9651297,9.81,-0.02217292
95.1912,-0.0017656501,148.0025,147.815,148.39749,148.52249,3.0,1714060300.0,45.436195,0.017097205,1714058000.0,2.83131,-1.9305347,9.81,-0.019390594
95.2012,-0.0016051364,148.1325,147.9525,148.3725,148.8175,3.0,1714060300.0,45.458076,0.052032817,1714057700.0,2.8030968,-1.7280328,9.81,-0.021611424
95.211205,-0.0014446228,148.195,148.0625,148.6125,149.0925,3.0,1714060500.0,45.444435,0.08667146,1714058800.0,2.8252227,-1.4718045,9.81,-0.021730484
95.22121,-0.0012841092,148.3575,148.1575,148.8525,149.125,3.0,1714060000.0,45.423237,0.09015278,1714058400.0,2.8752415,-1.3749667,9.81,-0.011312097
95.2312,-0.0010433387,148.4875,148.235,149.19499,149.1575,3.0,1714060500.0,45.399456,0.087006025,1714058900.0,2.7707849,-1.563907,9.81,-0.005942027
95.2412,-0.00088282506,148.61,148.3275,149.3325,149.25,3.0,1714060300.0,45.42255,0.08607712,1714058400.0,2.5745168,-1.6512638,9.81,-0.006989198
95.251205,-0.0007223114,148.71,148.4475,149.4925,149.4875,3.0,1714060400.0,45.359924,0.07729124,1714057900.0,2.557362,-1.3823915,9.81,-0.00386548
95.26121,-0.00056179776,148.835,148.6,149.63,149.3375,3.0,1714060400.0,45.40097,0.07573972,1714058100.0,2.6225564,-0.8321942,9.81,-0.0021722019
95.2712,-0.0004012841,148.9375,148.715,149.8625,149.43,3.0,1714059900.0,45.411713,0.107242666,1714058400.0,2.6490147,-0.53628004,9.81,-0.0010054393
95.281204,-0.0003210273,149.035,148.8325,150.015,149.5475,3.0,1714060000.0,45.39823,0.15139718,1714058100.0,2.7099285,-0.57674587,9.81,-0.0049653878
95.29121,-0.00024077046,149.17,148.9975,150.0475,149.7525,3.0,1714060000.0,45.409126,0.1464408,1714057700.0,2.6410959,-0.7673279,9.81,-0.007161619
95.30121,-8.0256825e-05,149.2575,149.13249,150.2225,149.9525,3.0,1714060000.0,45.469448,0.10616275,1714058000.0,2.5560417,-0.9877366,9.81,-0.01000812
95.3112,8.0256825e-05,149.4125,149.2525,150.17,149.9275,3.0,1714060800.0,45.57492,0.07125804,1714058400.0,2.7380855,-0.9364951,9.81,-0.008160514
95.321205,0.00024077046,149.51,149.4125,150.3475,149.995,3.0,1714060500.0,45.632656,0.11906106,1714058100.0,2.741952,-0.5897352,9.81,-0.0053229607
95.33121,0.0003210273,149.62,149.5425,150.3925,150.2025,3.0,1714060400.0,45.709793,0.13110836,1714058400.0,2.4453142,-0.65917754,9.81,-0.004524754
95.3412,0.00048154092,149.7075,149.7075,150.425,150.39749,3.0,1714060400.0,45.767666,0.11593702,1714058600.0,2.324147,-0.98580027,9.81,-0.000115970906
95.351204,0.00056179776,149.845,149.8375,150.5475,150.5625,3.0,1714061000.0,45.84686,0.121005036,1714058400.0,2.3083534,-0.9529108,9.81,0.008567672
95.361206,0.0006420546,149.9825,149.98,150.81,150.8925,3.0,1714060900.0,45.9657,0.09801317,1714058800.0,2.1967788,-0.8307408,9.81,0.01219437
95.37121,0.0007223114,150.1625,150.1175,150.7825,151.135,3.0,1714061000.0,46.026543,0.08896537,1714058000.0,2.2955594,-0.54533195,9.81,0.02302458
95.3812,0.0007223114,150.275,150.225,150.765,151.2375,3.0,1714060500.0,46.024582,0.039943606,1714057700.0,2.6864672,0.110954225,9.81,0.032039836
95.391205,0.0007223114,150.3725,150.3625,151.00749,151.36,3.0,1714059800.0,46.08876,0.00936774,1714057700.0,2.923637,0.514547,9.81,0.035975996
95.40121,0.0007223114,150.485,150.52,151.13249,151.3075,3.0,1714060300.0,46.125504,0.025889425,1714058000.0,2.899518,0.36838353,9.81,0.036159173
95.41121,0.0008025682,150.58,150.635,151.3125,151.5775,3.0,1714060800.0,46.19393,-0.01985516,1714058100.0,2.8703208,0.26186246,9.81,0.033399947
95.4212,0.00088282506,150.685,150.755,151.235,151.8475,3.0,1714060400.0,46.2479,-0.005430613,1714057500.0,2.5543518,0.3258839,9.81,0.031045072
95.431206,0.00096308184,150.815,150.875,151.3,151.8425,3.0,1714060500.0,46.313774,-0.019422337,1714058200.0,2.2138035,0.1371073,9.81,0.027717406
95.44121,0.0010433387,150.935,150.925,151.59,152.005,3.0,1714060500.0,46.303257,-0.024180565,1714057900.0,2.45968,0.1914617,9.81,0.019385407
95.45121,0.0012841092,151.01,151.06999,151.745,152.045,3.0,1714060300.0,46.354862,-0.05013222,1714057700.0,2.6752052,0.5096683,9.81,0.013722105
95.461205,0.0015248796,151.08,151.17,151.72,152.0325,3.0,1714059900.0,46.375263,-0.06822541,1714058000.0,2.5769348,0.4770842,9.81,0.008725295
95.47121,0.0017656501,151.145,151.27,152.0325,152.23,3.0,1714060500.0,46.390194,-0.08906205,1714058000.0,2.753233,0.42435354,9.81,0.012851249
95.48121,0.0021669343,151.25,151.39,152.3725,152.36,3.0,1714060300.0,46.430916,-0.119903795,1714058600.0,2.8994012,0.6099323,9.81,0.012200517
95.49121,0.0025682184,151.455,151.525,152.5425,152.5625,3.0,1714060400.0,46.453358,-0.107244074,1714059000.0,2.6652632,0.460626,9.81,0.0147431
95.501205,0.0028892457,151.57,151.66,152.7775,152.7375,3.0,1714060000.0,46.444996,-0.10603621,1714058000.0,2.649951,0.26463857,9.81,0.01749315
95.51121,0.0031300161,151.65,151.765,152.8875,152.78,3.0,1714060500.0,46.439278,-0.08913027,1714058000.0,2.724631,0.5283569,9.81,0.017648125
95.52121,0.0034510435,151.76,151.855,153.065,152.8075,3.0,1714060300.0,46.46138,-0.113928325,1714058000.0,2.6527228,0.76284367,9.81,0.017974375
95.531204,0.0037720706,151.89,151.935,153.2675,153.135,3.0,1714060900.0,46.529186,-0.12030405,1714058400.0,3.0307302,0.8520768,9.81,0.01586537
95.54121,0.004093098,152.03,152.1975,153.2675,153.2825,3.0,1714060300.0,46.5885,-0.1453128,1714058400.0,3.3932338,0.99790055,9.81,0.013839845
95.55121,0.0043338686,152.185,152.3525,153.3975,153.3925,3.0,1714060300.0,46.604164,-0.18482223,1714058100.0,3.2292733,0.6820403,9.81,0.01964818
95.56121,0.004574639,152.33,152.4875,153.6475,153.5325,3.0,1714060800.0,46.61225,-0.16397347,1714058400.0,3.3346937,0.41824132,9.81,0.021400178
95.571205,0.0048154094,152.47,152.6525,153.6225,153.38,3.0,1714060400.0,46.649128,-0.16637851,1714058000.0,3.5452173,0.70939654,9.81,0.024655556
95.58121,0.00505618,152.535,152.815,152.89,152.8925,3.0,1714060500.0,46.731087,-0.14379998,1714058200.0,3.234643,0.87880045,9.81,0.029868027
95.59121,0.00529695,152.615,152.865,152.36,152.245,3.0,1714060500.0,46.80355,-0.09781621,1714058200.0,2.9885771,0.91058195,9.81,0.03218787
95.60121,0.005537721,152.73999,152.905,152.185,152.0525,3.0,1714060500.0,46.84102,-0.10267806,1714057700.0,2.8130436,1.1748792,9.81,0.030406674
95.901215,0.008988764,154.165,154.655,155.25,155.2175,4.0,1714060300.0,47.296486,-0.20295359,1714057900.0,0.8902475,3.389906,9.81,0.0785249
95.91121,0.009229535,154.175,154.75,155.2775,155.285,4.0,1714060500.0,47.30049,-0.16831174,1714058400.0,0.7117465,3.37091,9.81,0.078151606
95.92121,0.009470305,154.2525,154.8075,155.3925,155.245,4.0,1714060400.0,47.326866,-0.1568402,1714058400.0,0.857556,2.9727786,9.81,0.07958966
95.93121,0.009630819,154.2925,154.84,155.425,155.36,4.0,1714060400.0,47.318024,-0.106784984,1714058000.0,1.1571445,2.5214233,9.81,0.08020582
95.941216,0.009791332,154.4,154.8925,155.3975,155.5275,4.0,1714060800.0,47.315903,-0.08456261,1714058000.0,1.4060364,2.4604318,9.81,0.07983354
95.95121,0.009951846,154.4475,154.95,155.3425,155.335,4.0,1714060400.0,47.285854,-0.08097403,1714058400.0,1.3698806,2.7829142,9.81,0.08386356
95.96121,0.01011236,154.51,154.955,155.31,155.2525,4.0,1714060800.0,47.300472,-0.05496537,1714058400.0,1.2883769,3.0653787,9.81,0.09166963
95.971214,0.010192617,154.61,155.0525,155.505,155.375,4.0,1714060800.0,47.32606,-0.09057846,1714058200.0,1.5435678,3.1701965,9.81,0.09674295
95.98122,0.010272874,154.715,155.145,155.7175,155.51,4.0,1714060500.0,47.36673,-0.09119902,1714058200.0,1.8515741,3.3505025,9.81,0.10095296
95.99121,0.01035313,154.7575,155.24,155.725,155.6725,4.0,1714060500.0,47.355072,-0.09586419,1714058400.0,1.9824543,3.5884292,9.81,0.10337755
96.00121,0.010433387,154.7875,155.2675,155.7675,155.645,4.0,1714060300.0,47.370148,-0.12138113,1714058400.0,2.0537,3.6755545,9.81,0.10106167
96.011215,0.010513644,154.86,155.225,155.8575,155.71251,4.0,1714060400.0,47.412407,-0.14118163,1714058900.0,1.987803,3.528027,9.81,0.09842396
96.02122,0.0105939,154.9325,155.2775,156.0125,155.9925,4.0,1714060400.0,47.494434,-0.13664053,1714058000.0,1.8731822,3.1859841,9.81,0.095573135
96.03121,0.010674157,154.965,155.35,156.02,155.91,4.0,1714060500.0,47.586422,-0.12393505,1714058400.0,1.6992656,2.867021,9.81,0.09426741
96.041214,0.010754414,155.02249,155.4825,156.13,155.925,4.0,1714060500.0,47.611977,-0.18080407,1714058400.0,1.4009941,2.7594664,9.81,0.10247109
96.051216,0.010834672,155.065,155.535,156.24,156.0825,4.0,1714060500.0,47.66559,-0.14057468,1714058400.0,1.1784035,2.8943934,9.81,0.109076686
96.06122,0.010914928,155.19,155.645,156.4175,156.235,4.0,1714060300.0,47.660698,-0.15332994,1714058600.0,0.9588339,3.226136,9.81,0.11077621
96.07121,0.011075442,155.22,155.7425,156.5,156.265,4.0,1714060000.0,47.664387,-0.12196707,1714057700.0,0.79613775,3.6928976,9.81,0.10703107
96.081215,0.011235955,155.2825,155.8325,156.5475,156.2775,4.0,1714060400.0,47.679077,-0.11945708,1714058400.0,0.9861679,3.9109726,9.81,0.09989964
96.09122,0.011396469,155.415,155.8725,156.5675,156.325,4.0,1714060300.0,47.65275,-0.09484376,1714058500.0,1.4058136,3.7435274,9.81,0.09832947
96.10121,0.011556982,155.5725,156.035,156.72,156.595,4.0,1714060500.0,47.6604,-0.074324995,1714058400.0,1.7564169,3.6134639,9.81,0.10027917
96.11121,0.011637239,155.69499,156.20999,156.7825,156.70999,4.0,1714060500.0,47.67208,-0.02096423,1714057300.0,1.9926484,3.4926965,9.81,0.1046134
96.121216,0.011717496,155.79,156.31,156.7825,156.58499,4.0,1714060300.0,47.71925,0.0046153865,1714057700.0,2.2169304,3.2990007,9.81,0.10948736
96.13122,0.011797753,155.9125,156.3625,156.9825,156.745,4.0,1714060300.0,47.790825,-0.0012437709,1714057600.0,2.3919725,3.2484481,9.81,0.1078896
96.14121,0.01187801,156.025,156.33,157.0725,156.8975,4.0,1714060500.0,47.817894,-0.025576243,1714058100.0,2.3853283,3.2678573,9.81,0.10662202
96.151215,0.011958267,156.0975,156.495,157.0875,156.8975,4.0,1714060400.0,47.88778,-0.00052846887,1714057900.0,2.148115,3.4070761,9.81,0.10779319
96.16122,0.012038523,156.11751,156.6375,157.0525,156.925,4.0,1714060500.0,47.929897,-0.04399893,1714058200.0,1.9024936,3.5805495,9.81,0.10917826
96.17122,0.012038523,156.2075,156.69,157.0525,156.925,4.0,1714060500.0,47.91285,-0.03472298,1714058400.0,1.8036664,3.4288268,9.81,0.10835827
96.18121,0.012038523,156.2725,156.76,157.025,157.0575,4.0,1714060500.0,47.926582,-0.032257013,1714058000.0,1.6642708,3.1265643,9.81,0.10811704
96.191216,0.012038523,156.325,156.9425,157.155,157.175,4.0,1714061000.0,48.007504,-0.05244617,1714058400.0,1.4394042,3.0690658,9.81,0.10867381
96.20122,0.012038523,156.3575,156.9925,157.2375,157.24,4.0,1714060500.0,48.09253,-0.06695111,1714058000.0,1.3197546,3.281531,9.81,0.1132773
96.21122,0.012038523,156.42,157.03,157.375,157.36,4.0,1714060500.0,48.131973,-0.039671924,1714058200.0,1.4818208,3.7243094,9.81,0.12138
96.221214,0.012038523,156.4575,157.0925,157.5425,157.62,4.0,1714060500.0,48.17683,-0.051467963,1714058400.0,1.727597,4.162759,9.81,0.12501813
96.23122,0.012038523,156.45,157.2325,157.4375,157.7225,4.0,1714060300.0,48.14061,-0.10076534,1714057900.0,1.7607055,4.35678,9.81,0.12412064
96.24122,0.012038523,156.5075,157.38249,157.48,157.6375,4.0,1714059900.0,48.14883,-0.058639526,1714057200.0,1.7009487,4.4721265,9.81,0.123934776
96.25122,0.012038523,156.64749,157.3925,157.585,157.645,4.0,1714060400.0,48.160843,-0.09354271,1714057700.0,1.6986319,4.602054,9.81,0.12306289
96.261215,0.012038523,156.76,157.3875,157.7825,157.6725,4.0,1714060800.0,48.17783,-0.08707289,1714058000.0,1.7851032,4.692119,9.81,0.12461922
96.27122,0.012038523,156.83499,157.485,157.9225,157.9425,4.0,1714060400.0,48.20159,-0.07629485,1714058400.0,1.8814888,4.6499214,9.81,0.12848559
96.28122,0.012038523,156.89749,157.5825,158.07,158.075,4.0,1714060000.0,48.215885,-0.07140574,1714058100.0,1.9615161,4.3969474,9.81,0.12732571
96.291214,0.012038523,156.9825,157.5725,158.12,158.145,4.0,1714060400.0,48.220833,-0.08003487,1714057600.0,2.10953,4.167121,9.81,0.12023569
96.301216,0.012038523,157.025,157.6425,158.1475,158.185,4.0,1714060400.0,48.22742,-0.06251169,1714058100.0,2.128646,4.2302504,9.81,0.11573612
96.31122,0.011958267,157.1125,157.7025,158.21,158.3275,4.0,1714060000.0,48.23553,-0.048342742,1714057700.0,1.964049,4.4495664,9.81,0.11616015
96.32122,0.011958267,157.2,157.8175,158.2175,158.3475,4.0,1714060900.0,48.27383,-0.027454514,1714058200.0,1.794986,4.4985857,9.81,0.11815378
96.331215,0.011958267,157.33,157.8075,158.3625,158.46,4.0,1714060500.0,48.25021,-0.02646882,1714057600.0,1.6564542,4.4849977,9.81,0.11856421
96.34122,0.011958267,157.395,157.83,158.41751,158.72751,4.0,1714060500.0,48.2626,-0.04422298,1714058800.0,1.5547808,4.5607467,9.81,0.11520066
96.35122,0.011958267,157.4375,157.9025,158.5,158.935,4.0,1714060500.0,48.299904,-0.06752803,1714058200.0,1.4334626,4.5947347,9.81,0.11339628
96.36122,0.011958267,157.535,158.0175,158.49251,159.0125,4.0,1714060500.0,48.290474,-0.07350035,1714057900.0,1.3627303,4.5512056,9.81,0.115093365
96.371216,0.011958267,157.645,158.05,158.60501,158.9425,4.0,1714060400.0,48.347,-0.072093874,1714058100.0,1.5147798,4.4077835,9.81,0.11855223
96.38122,0.01187801,157.78,158.115,158.71,158.97,4.0,1714060400.0,48.40004,-0.055987094,1714058500.0,1.7199703,4.3501062,9.81,0.120779715
96.39122,0.011797753,157.835,158.2225,158.82251,159.0475,4.0,1714060800.0,48.457565,-0.04234993,1714057600.0,1.8172566,4.5572643,9.81,0.12430997
96.40122,0.011797753,157.945,158.315,158.7875,159.035,4.0,1714060400.0,48.482,-0.025163438,1714057600.0,1.8390664,4.690877,9.81,0.12640946
96.41122,0.01187801,158.03,158.485,158.875,158.9275,4.0,1714060900.0,48.563995,-0.05067757,1714058000.0,1.9006718,4.5983577,9.81,0.123506315
96.42122,0.01187801,158.1375,158.595,158.945,158.97,4.0,1714059800.0,48.56672,-0.03675589,1714057300.0,2.026855,4.404094,9.81,0.11970957
96.43122,0.01187801,158.1975,158.7425,159.16,158.9575,4.0,1714060900.0,48.63796,-0.00813078,1714058400.0,2.034102,4.2080474,9.81,0.117466815
96.44122,0.011958267,158.2625,158.845,159.3675,158.76,4.0,1714060500.0,48.693287,-0.056031518,1714057700.0,1.9363428,4.0839343,9.81,0.114994094
96.45122,0.012038523,158.35,158.9475,159.405,158.8825,4.0,1714060800.0,48.72765,-0.068093345,1714058000.0,1.8584089,4.104224,9.81,0.11666398
96.46122,0.012038523,158.4425,159.05,159.495,158.975,4.0,1714060800.0,48.727707,-0.07448778,1714058400.0,1.7748277,4.2665863,9.81,0.11675958
96.47122,0.012038523,158.495,159.1975,159.4725,159.125,4.0,1714061300.0,48.728237,-0.0670227,1714058400.0,1.7245859,4.4390993,9.81,0.11547853
96.48122,0.012199037,158.5575,159.3,159.495,159.2475,4.0,1714060500.0,48.7363,-0.046992283,1714058000.0,1.7368666,4.4736457,9.81,0.1157105
96.49122,0.01235955,158.665,159.3775,159.6875,159.355,4.0,1714060500.0,48.737213,-0.0048743254,1714058000.0,1.6968032,4.464645,9.81,0.11619774
96.50122,0.01235955,158.7625,159.425,159.9725,159.44,4.0,1714060900.0,48.770306,0.03896365,1714057700.0,1.5729287,4.5432434,9.81,0.11718996
96.51122,0.012439807,158.83,159.41,159.9875,159.61,4.0,1714060300.0,48.792217,0.03680032,1714057500.0,1.4467939,4.6280227,9.81,0.120658554
96.52122,0.012520065,158.875,159.4375,160.1825,159.5825,4.0,1714060300.0,48.788727,-0.01579192,1714057700.0,1.378491,4.4666195,9.81,0.12379867
96.53122,0.012600321,158.9675,159.4975,160.195,159.905,4.0,1714060500.0,48.84909,-0.052587405,1714057600.0,1.4525304,4.2287865,9.81,0.1213911
96.54122,0.012600321,159.055,159.6125,160.2525,160.27,4.0,1714060500.0,48.896866,-0.07861762,1714058100.0,1.5569408,4.295521,9.81,0.11773096
96.55122,0.012600321,159.1525,159.6625,160.475,160.35,4.0,1714060300.0,48.933895,-0.10464663,1714058200.0,1.5196373,4.639442,9.81,0.117802456
96.56122,0.012680578,159.225,159.7475,160.6725,160.495,4.0,1714060400.0,48.972176,-0.09004015,1714058100.0,1.4855192,5.058236,9.81,0.117339194
96.57122,0.012760835,159.3425,159.815,160.88249,160.6475,4.0,1714061300.0,49.035168,-0.09689891,1714058100.0,1.5312757,5.3436637,9.81,0.11933889
96.58122,0.012760835,159.38,159.91,161.01,160.8,4.0,1714060500.0,49.131115,-0.121020265,1714058400.0,1.5879759,5.3398633,9.81,0.12170406
96.591225,0.012760835,159.4575,160.005,161.0475,160.83,4.0,1714060500.0,49.172207,-0.14897262,1714058200.0,1.6183327,5.1486897,9.81,0.12150504
96.60122,0.0128410915,159.5175,160.1125,161.08499,160.815,4.0,1714060800.0,49.184425,-0.17089497,1714058000.0,1.6638908,4.815777,9.81,0.123417445
96.61122,0.0128410915,159.615,160.2125,161.215,160.955,4.0,1714060400.0,49.18062,-0.16602582,1714058400.0,1.7635096,4.509804,9.81,0.12321936
96.62122,0.0128410915,159.7075,160.3125,161.2225,161.2825,4.0,1714060800.0,49.22432,-0.1878009,1714058800.0,1.8407329,4.499144,9.81,0.12179491
96.63122,0.0128410915,159.825,160.4075,161.2025,161.1525,4.0,1714060000.0,49.22472,-0.23799445,1714057500.0,1.83284,4.7336965,9.81,0.11960116
96.64122,0.0128410915,159.9475,160.475,161.1225,161.0725,4.0,1714060500.0,49.22133,-0.23705131,1714058200.0,1.8545188,5.018184,9.81,0.118665196
96.65122,0.0128410915,160.025,160.575,161.08,161.18,4.0,1714060000.0,49.219048,-0.22620526,1714057600.0,1.9313997,5.2455473,9.81,0.12488807
96.661224,0.012760835,160.12,160.6525,161.0575,161.245,4.0,1714060400.0,49.218834,-0.21301031,1714057900.0,1.9737927,5.3461957,9.81,0.1332087
96.67122,0.012680578,160.1875,160.7025,161.11751,161.31,4.0,1714060800.0,49.236565,-0.20087312,1714058400.0,1.9739033,5.2526145,9.81,0.13811837
96.68122,0.012680578,160.3375,160.7425,161.1275,161.36,4.0,1714060300.0,49.223507,-0.1645294,1714057900.0,1.8997647,4.99047,9.81,0.13971053
96.69122,0.012600321,160.4625,160.805,161.1725,161.5725,4.0,1714060900.0,49.218193,-0.124682836,1714058900.0,1.7153534,4.9183855,9.81,0.13810311
96.701225,0.012520065,160.5975,160.9175,161.16501,161.9475,4.0,1714060800.0,49.17279,-0.12776886,1714058400.0,1.5325295,5.0942082,9.81,0.13861148
96.71122,0.012439807,160.6875,161.03,161.305,162.0125,4.0,1714060800.0,49.124508,-0.10147163,1714057700.0,1.4209355,5.2041917,9.81,0.13970622
96.72122,0.012439807,160.7675,161.11499,161.4375,161.9975,4.0,1714059800.0,49.136223,-0.098931275,1714058000.0,1.4878945,5.2578635,9.81,0.13730685
96.731224,0.01235955,160.8225,161.2175,161.6025,162.135,4.0,1714060000.0,49.146408,-0.120472,1714057500.0,1.6790514,5.42184,9.81,0.1344335
96.74123,0.0122792935,160.9025,161.36,161.8675,162.2875,4.0,1714060800.0,49.212986,-0.11390943,1714058400.0,1.7547562,5.615212,9.81,0.13351332
96.75122,0.012199037,161.0325,161.4525,162.0,162.3775,4.0,1714060500.0,49.23439,-0.09922492,1714058000.0,1.65408,5.7050524,9.81,0.13654035
96.76122,0.012199037,161.11,161.5025,162.05,162.3275,4.0,1714060400.0,49.327602,-0.10237803,1714058400.0,1.5850265,5.5778475,9.81,0.13810143
96.771225,0.012199037,161.2325,161.6275,162.2875,162.47,4.0,1714060400.0,49.348904,-0.106834866,1714058500.0,1.7124234,5.460054,9.81,0.13529016
96.78123,0.01211878,161.3075,161.7175,162.44,162.5975,4.0,1714060900.0,49.33743,-0.11792397,1714058400.0,1.9242665,5.550703,9.81,0.13417858
96.79122,0.01211878,161.3575,161.8025,162.4025,162.5675,4.0,1714060500.0,49.37041,-0.1043754,1714058000.0,2.0703158,5.6897407,9.81,0.13121746
96.80122,0.01211878,161.37,161.8575,162.565,162.47751,4.0,1714060500.0,49.4117,-0.11723977,1714058900.0,2.145266,5.6547427,9.81,0.13109508
96.811226,0.01211878,161.4175,161.885,162.53,162.6725,4.0,1714060500.0,49.454426,-0.12106622,1714058100.0,2.0859938,5.564769,9.81,0.13009447
96.82122,0.012038523,161.5125,161.9475,162.42,162.6275,4.0,1714060400.0,49.486507,-0.13361847,1714058100.0,1.9187448,5.5714536,9.81,0.12762241
96.83122,0.012038523,161.615,162.03749,162.55501,162.74,4.0,1714060000.0,49.525036,-0.14650923,1714058000.0,1.8033965,5.6134906,9.81,0.12729654
96.841225,0.012038523,161.6875,162.055,162.6375,162.8375,4.0,1714060400.0,49.571785,-0.15909757,1714058100.0,1.7169374,5.6067796,9.81,0.12638617
96.85123,0.012038523,161.7275,162.1575,162.6525,162.9425,4.0,1714060300.0,49.605522,-0.19887394,1714058400.0,1.5873787,5.577613,9.81,0.1247299
96.86122,0.012038523,161.8075,162.3125,162.72,163.0525,4.0,1714059900.0,49.6061,-0.2296192,1714058500.0,1.441304,5.468257,9.81,0.12506871
96.87122,0.012038523,161.8425,162.3425,162.5175,162.91,4.0,1714060300.0,49.650574,-0.20490314,1714058400.0,1.2313288,5.2967954,9.81,0.12229204
96.881226,0.012038523,161.875,162.355,162.4875,162.91,4.0,1714060500.0,49.68078,-0.2112388,1714057700.0,1.017542,5.13954,9.81,0.118711315
96.89123,0.012038523,161.925,162.4625,162.6575,163.0225,4.0,1714061000.0,49.657745,-0.23982653,1714058400.0,0.944557,5.1319647,9.81,0.118436605
96.90122,0.012038523,162.015,162.5025,162.785,163.0825,4.0,1714060800.0,49.680984,-0.25220427,1714058400.0,1.0725511,5.221297,9.81,0.12320459
96.911224,0.012038523,162.1575,162.63,163.0,163.1125,4.0,1714060500.0,49.75941,-0.2810475,1714058000.0,1.3747162,5.207769,9.81,0.12909278
96.92123,0.012038523,162.215,162.71,163.1775,163.375,4.0,1714060400.0,49.798584,-0.30493942,1714057700.0,1.6105453,5.0345244,9.81,0.12984543
96.93123,0.012038523,162.27249,162.78,163.2525,163.465,4.0,1714060900.0,49.80654,-0.31331187,1714058400.0,1.64258,4.9145255,9.81,0.1230702
96.94122,0.012038523,162.3125,162.9125,163.29,163.495,4.0,1714060300.0,49.80635,-0.33284128,1714058200.0,1.510602,5.002174,9.81,0.12001364
96.951225,0.012038523,162.4,162.94,163.4175,163.48,4.0,1714060900.0,49.84445,-0.31342018,1714058600.0,1.3608224,5.214063,9.81,0.12376998
96.96123,0.012038523,162.47,163.0225,163.56,163.6725,4.0,1714060500.0,49.84635,-0.29306376,1714058600.0,1.3623025,5.374264,9.81,0.124264285
96.97123,0.012038523,162.5725,163.155,163.7025,163.7925,4.0,1714060300.0,49.876945,-0.27181962,1714057900.0,1.3116001,5.466284,9.81,0.12639016
