front_axle_x/B,front_axle_x/C,front_axle_x/D,front_axle_x/E,front_axle_x/S_V,front_axle_x/S_H,front_axle_y/B,front_axle_y/C,front_axle_y/D,front_axle_y/E,front_axle_y/S_V,front_axle_y/S_H,rear_axle_x/B,rear_axle_x/C,rear_axle_x/D,rear_axle_x/E,rear_axle_x/S_V,rear_axle_x/S_H,rear_axle_y/B,rear_axle_y/C,rear_axle_y/D,rear_axle_y/E,rear_axle_y/S_V,rear_axle_y/S_H
12.53, 1.65, 1.45, 1.00,-35.602535247802734,0.0004176090005785227,12.26, 1.62, 1.58, 1.00,-39.37717056274414,0.00033481145510450006,15.10, 1.65, 1.45, 1.00,-121.64037322998047,0.0004851630365010351,14.25, 1.62, 1.78, 1.0,-123.7365951538086,0.0004895826568827033
