front_axle_x/B,front_axle_x/C,front_axle_x/D,front_axle_x/E,front_axle_x/S_V,front_axle_x/S_H,front_axle_y/B,front_axle_y/C,front_axle_y/D,front_axle_y/E,front_axle_y/S_V,front_axle_y/S_H,rear_axle_x/B,rear_axle_x/C,rear_axle_x/D,rear_axle_x/E,rear_axle_x/S_V,rear_axle_x/S_H,rear_axle_y/B,rear_axle_y/C,rear_axle_y/D,rear_axle_y/E,rear_axle_y/S_V,rear_axle_y/S_H
0.5690698623657227,0.14791792631149292,0.047095637768507004,1.2808295488357544,0.0,0.0,0.5830591917037964,0.12467866390943527,0.037899233400821686,0.3680393099784851,0.0,0.0,0.7411538362503052,0.18415501713752747,0.12452831864356995,1.9892019033432007,0.0,0.0,0.6311013698577881,0.14784429967403412,0.09048262983560562,0.6083312034606934,0.0,0.0
