timestamp_s,/vehicle/sensor/brake_pressure_Pa/stamp/sec,/vehicle/sensor/brake_pressure_Pa/stamp/nanosec,/vehicle/sensor/brake_pressure_Pa/data/front_left,/vehicle/sensor/brake_pressure_Pa/data/front_right,/vehicle/sensor/brake_pressure_Pa/data/rear_left,/vehicle/sensor/brake_pressure_Pa/data/rear_right,/vehicle/sensor/steering_report/stamp/sec,/vehicle/sensor/steering_report/stamp/nanosec,/vehicle/sensor/steering_report/steering_tire_angle,/vehicle/sensor/wheelspeed_radps/stamp/sec,/vehicle/sensor/wheelspeed_radps/stamp/nanosec,/vehicle/sensor/wheelspeed_radps/data/front_left,/vehicle/sensor/wheelspeed_radps/data/front_right,/vehicle/sensor/wheelspeed_radps/data/rear_left,/vehicle/sensor/wheelspeed_radps/data/rear_right,/vehicle/sensor/omega_engine_radps/stamp/sec,/vehicle/sensor/omega_engine_radps/stamp/nanosec,/vehicle/sensor/omega_engine_radps/data,/vehicle/sensor/gear/stamp/sec,/vehicle/sensor/gear/stamp/nanosec,/vehicle/sensor/gear/data,/vehicle/sensor/ride_height_m/stamp/sec,/vehicle/sensor/ride_height_m/stamp/nanosec,/vehicle/sensor/ride_height_m/data/front_left,/vehicle/sensor/ride_height_m/data/front_right,/vehicle/sensor/ride_height_m/data/rear_left,/vehicle/sensor/ride_height_m/data/rear_right,/vehicle/sensor/damper_heave_m/stamp/sec,/vehicle/sensor/damper_heave_m/stamp/nanosec,/vehicle/sensor/damper_heave_m/data/front_left,/vehicle/sensor/damper_heave_m/data/front_right,/vehicle/sensor/damper_heave_m/data/rear_left,/vehicle/sensor/damper_heave_m/data/rear_right,/vehicle/sensor/damper_stroke_m/stamp/sec,/vehicle/sensor/damper_stroke_m/stamp/nanosec,/vehicle/sensor/damper_stroke_m/data/front_left,/vehicle/sensor/damper_stroke_m/data/front_right,/vehicle/sensor/damper_stroke_m/data/rear_left,/vehicle/sensor/damper_stroke_m/data/rear_right,/vehicle/sensor/tire_temperature_degree/stamp/sec,/vehicle/sensor/tire_temperature_degree/stamp/nanosec,/vehicle/sensor/tire_temperature_degree/data/front_left,/vehicle/sensor/tire_temperature_degree/data/front_right,/vehicle/sensor/tire_temperature_degree/data/rear_left,/vehicle/sensor/tire_temperature_degree/data/rear_right,/vehicle/sensor/damper_force_kg/stamp/sec,/vehicle/sensor/damper_force_kg/stamp/nanosec,/vehicle/sensor/damper_force_kg/data/front_left,/vehicle/sensor/damper_force_kg/data/front_right,/vehicle/sensor/damper_force_kg/data/rear_left,/vehicle/sensor/damper_force_kg/data/rear_right,/core/state/odometry/header/stamp/sec,/core/state/odometry/header/stamp/nanosec,/core/state/odometry/header/frame_id,/core/state/odometry/child_frame_id,/core/state/odometry/pose/pose/position/x,/core/state/odometry/pose/pose/position/y,/core/state/odometry/pose/pose/position/z,/core/state/odometry/pose/pose/orientation/x,/core/state/odometry/pose/pose/orientation/y,/core/state/odometry/pose/pose/orientation/z,/core/state/odometry/pose/pose/orientation/w,/core/state/odometry/twist/twist/linear/x,/core/state/odometry/twist/twist/linear/y,/core/state/odometry/twist/twist/linear/z,/core/state/odometry/twist/twist/angular/x,/core/state/odometry/twist/twist/angular/y,/core/state/odometry/twist/twist/angular/z,/core/state/acceleration/header/stamp/sec,/core/state/acceleration/header/stamp/nanosec,/core/state/acceleration/header/frame_id,/core/state/acceleration/accel/accel/linear/x,/core/state/acceleration/accel/accel/linear/y,/core/state/acceleration/accel/accel/linear/z,/core/state/acceleration/accel/accel/angular/x,/core/state/acceleration/accel/accel/angular/y,/core/state/acceleration/accel/accel/angular/z,/core/state/s/data,/vehicle/sensor/odometry3/header/stamp/sec,/vehicle/sensor/odometry3/header/stamp/nanosec,/vehicle/sensor/odometry3/header/frame_id,/vehicle/sensor/odometry3/child_frame_id,/vehicle/sensor/odometry3/pose/pose/position/x,/vehicle/sensor/odometry3/pose/pose/position/y,/vehicle/sensor/odometry3/pose/pose/position/z,/vehicle/sensor/odometry3/pose/pose/orientation/x,/vehicle/sensor/odometry3/pose/pose/orientation/y,/vehicle/sensor/odometry3/pose/pose/orientation/z,/vehicle/sensor/odometry3/pose/pose/orientation/w,/vehicle/sensor/odometry3/twist/twist/linear/x,/vehicle/sensor/odometry3/twist/twist/linear/y,/vehicle/sensor/odometry3/twist/twist/linear/z,/vehicle/sensor/odometry3/twist/twist/angular/x,/vehicle/sensor/odometry3/twist/twist/angular/y,/vehicle/sensor/odometry3/twist/twist/angular/z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
