wheel_fl_x/B,wheel_fl_x/C,wheel_fl_x/D,wheel_fl_x/E,wheel_fl_x/S_V,wheel_fl_x/S_H,wheel_fr_x/B,wheel_fr_x/C,wheel_fr_x/D,wheel_fr_x/E,wheel_fr_x/S_V,wheel_fr_x/S_H,wheel_rl_x/B,wheel_rl_x/C,wheel_rl_x/D,wheel_rl_x/E,wheel_rl_x/S_V,wheel_rl_x/S_H,wheel_rr_x/B,wheel_rr_x/C,wheel_rr_x/D,wheel_rr_x/E,wheel_rr_x/S_V,wheel_rr_x/S_H,front_axle_y/B,front_axle_y/C,front_axle_y/D,front_axle_y/E,front_axle_y/S_V,front_axle_y/S_H,rear_axle_y/B,rear_axle_y/C,rear_axle_y/D,rear_axle_y/E,rear_axle_y/S_V,rear_axle_y/S_H
20.0,1.9630169544058886,0.8041200818019314,-0.009743657130744834,-21.14082908630371,0.0005319057963788509,19.99999244037887,1.9970486338795315,0.8518691205889277,-0.0016454336818716468,-146.20663452148438,0.0037987728137522936,12.055838761904845,2.429864471799352,0.680188654615109,-0.0010065448197589294,-89.36101531982422,0.007031744346022606,19.994451083880843,1.518127700789817,0.724181173750262,-0.009236230853806586,25.930171966552734,-0.0008632796816527843,12.895267498382882,1.000003491810598,1.4416961854888142,0.0,-102.1955337524414,0.0023597152903676033,8.923184190952071,1.7381217273194407,1.5562082034341818,0.0,-65.31572723388672,0.0009964483324438334
