wheel_fl_x/B,wheel_fl_x/C,wheel_fl_x/D,wheel_fl_x/E,wheel_fl_x/S_V,wheel_fl_x/S_H,wheel_fr_x/B,wheel_fr_x/C,wheel_fr_x/D,wheel_fr_x/E,wheel_fr_x/S_V,wheel_fr_x/S_H,wheel_rl_x/B,wheel_rl_x/C,wheel_rl_x/D,wheel_rl_x/E,wheel_rl_x/S_V,wheel_rl_x/S_H,wheel_rr_x/B,wheel_rr_x/C,wheel_rr_x/D,wheel_rr_x/E,wheel_rr_x/S_V,wheel_rr_x/S_H,front_axle_y/B,front_axle_y/C,front_axle_y/D,front_axle_y/E,front_axle_y/S_V,front_axle_y/S_H,rear_axle_y/B,rear_axle_y/C,rear_axle_y/D,rear_axle_y/E,rear_axle_y/S_V,rear_axle_y/S_H
19.60093879699707,2.586902141571045,0.7782273292541504,0.9975340366363525,-21.14082908630371,0.0005319057963788509,17.499608993530273,2.5230696201324463,0.8346290588378906,0.8599040508270264,-146.20663452148438,0.0037987728137522936,12.787418365478516,2.607386350631714,0.6546221375465393,0.9373223781585693,-89.36101531982422,0.007031744346022606,11.555974006652832,2.3516321182250977,0.745569109916687,0.9450784921646118,25.930171966552734,-0.0008632796816527843,9.743551254272461,1.326600193977356,1.3515511751174927,0.0,-102.1955337524414,0.0023597152903676033,8.69825553894043,1.7772399187088013,1.561333417892456,0.0,-65.31572723388672,0.0009964483324438334
