wheel_fl_x/B,wheel_fl_x/C,wheel_fl_x/D,wheel_fl_x/E,wheel_fl_x/S_V,wheel_fl_x/S_H,wheel_fr_x/B,wheel_fr_x/C,wheel_fr_x/D,wheel_fr_x/E,wheel_fr_x/S_V,wheel_fr_x/S_H,wheel_rl_x/B,wheel_rl_x/C,wheel_rl_x/D,wheel_rl_x/E,wheel_rl_x/S_V,wheel_rl_x/S_H,wheel_rr_x/B,wheel_rr_x/C,wheel_rr_x/D,wheel_rr_x/E,wheel_rr_x/S_V,wheel_rr_x/S_H,front_axle_y/B,front_axle_y/C,front_axle_y/D,front_axle_y/E,front_axle_y/S_V,front_axle_y/S_H,rear_axle_y/B,rear_axle_y/C,rear_axle_y/D,rear_axle_y/E,rear_axle_y/S_V,rear_axle_y/S_H
1.076501488685608,0.25826916098594666,0.016070127487182617,0.18755969405174255,0.0,0.0,1.3351731300354004,0.15095926821231842,0.014066634699702263,0.11167491227388382,0.0,0.0,0.5360682010650635,0.16479946672916412,0.014492650516331196,0.6006342768669128,0.0,0.0,0.5788179636001587,0.19665364921092987,0.016329336911439896,0.5054275393486023,0.0,0.0,0.46098044514656067,0.06092042103409767,0.023420289158821106,0.0,0.0,0.0,0.45447105169296265,0.07271014899015427,0.021688491106033325,0.0,0.0,0.0
